Lead Number,TotalVisits,Total Time Spent on Website,time_decay,bounce_rate,Car,gender,city,sales_branch,policy_type,fuel_type,varient,PA,RA,claim_reasons,coverage,claim_amount,year,insurance_type
645664,0,0,127,0.29506854,Maruti,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,12700,2018,comprehensive_insurance
653893,6,356,30,0.59652729,Maruti,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,10362,2021,comprehensive_insurance
641826,2,51,71,0.629834347,Jeep,Female,tier1,Web,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,12435,2018,comprehensive_insurance
599395,2,306,24,0.898370294,Ford,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,3031,2019,comprehensive_insurance
632031,16,436,42,0.040928126,Maruti,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,No,Collision,Premium,19243,2020,comprehensive_insurance
586158,8,87,33,0.536857476,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,7190,2021,comprehensive_insurance
612067,7,1500,38,0.143063551,Maruti,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,2199,2021,comprehensive_insurance
601116,3,1331,161,0.158453183,Ford,Male,tier1,Web,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,19228,2017,comprehensive_insurance
589594,0,0,12,0.18356006,Hyundai,Male,tier1,App,CorporateAuto,Petrol,Topmodel,Yes,Yes,Hail,Basic,2087,2017,third_party_insurance
640751,2,1043,89,0.193624429,Maruti,Male,tier1,App,CorporateAuto,Diesel,Middlemodel,No,No,Hail,Basic,605,2020,third_party_insurance
658188,1,123,155,0.955652905,Mahindra,Male,tier2,Web,CorporateAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,10891,2019,comprehensive_insurance
655552,0,0,37,0.280531562,TATA,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Hail,Basic,5547,2019,third_party_insurance
602809,2,62,32,0.236940016,Hyundai,Female,tier1,App,PersonalAuto,Diesel,Middlemodel,No,No,Hail,Basic,6155,2021,third_party_insurance
638121,8,568,25,0.219428557,Hyundai,Female,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,6420,2018,comprehensive_insurance
580727,3,63,95,0.273380985,Ford,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,5562,2018,comprehensive_insurance
608408,3,1678,119,0.714180801,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,2879,2018,comprehensive_insurance
637638,11,823,139,0.311890637,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,No,Hail,Basic,1933,2018,third_party_insurance
624337,0,0,88,0.157,Maruti,Male,tier2,App,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,10130,2018,comprehensive_insurance
644286,6,101,65,0.656474927,TATA,Female,tier3,Call Center,CorporateAuto,Diesel,Middlemodel,Yes,No,Hail,Basic,1247,2021,third_party_insurance
606410,2,1279,141,0.307781401,Hyundai,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,5539,2018,third_party_insurance
625394,3,333,63,0.342255323,Mahindra,Female,tier3,Call Center,PersonalAuto,Diesel,Topmodel,Yes,Yes,Scratch/Dent,Extended,1264,2021,comprehensive_insurance
622460,6,1069,62,0.019354946,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,6902,2021,comprehensive_insurance
610800,2,61,165,0.975921382,Jeep,Female,tier1,Call Center,PersonalAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,14864,2021,comprehensive_insurance
646320,0,0,127,0.270306371,TATA,Female,tier1,App,CorporateAuto,Diesel,Middlemodel,No,Yes,Hail,Basic,364,2020,third_party_insurance
601803,7,29,185,0.113235466,TATA,Male,tier3,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,3639,2020,comprehensive_insurance
634057,3,1394,110,0.176027702,Maruti,Male,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,11066,2019,comprehensive_insurance
589246,3,27,171,0.460103042,Jeep,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,3670,2021,third_party_insurance
602075,2,144,162,0.21565242,Mahindra,Female,tier2,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,12216,2017,comprehensive_insurance
601887,0,0,100,0.472960845,Mahindra,Male,tier2,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,2548,2019,third_party_insurance
643032,0,0,120,0.335418096,Jeep,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,1242,2020,third_party_insurance
619884,6,1217,136,0.636088304,Hyundai,Female,tier1,Call Center,PersonalAuto,Petrol,Basemodel,Yes,No,Scratch/Dent,Extended,3236,2021,comprehensive_insurance
633965,0,0,150,0.143007711,Maruti,Male,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,17375,2018,comprehensive_insurance
655406,0,0,181,0.230133544,TATA,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,11769,2019,comprehensive_insurance
608902,13,306,142,0.884942664,Maruti,Male,tier1,App,CorporateAuto,Petrol,Basemodel,No,Yes,Scratch/Dent,Extended,5165,2017,comprehensive_insurance
639215,2,1113,37,0.230939743,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Hail,Basic,6385,2020,third_party_insurance
636052,0,0,158,0.847612947,Ford,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,19878,2018,comprehensive_insurance
634175,4,115,148,0.738591786,Jeep,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,11726,2018,comprehensive_insurance
620170,1,199,79,0.45102764,Jeep,Female,tier1,Call Center,CorporateAuto,Petrol,Basemodel,Yes,No,Scratch/Dent,Extended,13552,2019,comprehensive_insurance
615607,10,155,71,0.213721931,Maruti,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,No,Yes,Scratch/Dent,Extended,6214,2019,comprehensive_insurance
648434,3,866,147,0.412355336,Ford,Female,tier1,App,PersonalAuto,Petrol,Middlemodel,No,No,Scratch/Dent,Extended,13256,2021,comprehensive_insurance
628320,8,1289,190,0.119450289,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,7802,2019,comprehensive_insurance
636420,4,786,104,0.157,TATA,Male,tier2,Web,PersonalAuto,Petrol,Basemodel,No,Yes,Hail,Basic,841,2017,third_party_insurance
624182,3,234,87,0.176914663,Hyundai,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,4025,2020,third_party_insurance
609951,4,219,100,0.528947766,Ford,Male,tier2,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,7970,2018,comprehensive_insurance
646451,6,240,103,0.939613371,Mahindra,Male,tier3,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,6757,2019,comprehensive_insurance
651043,9,1047,61,0.017747607,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,13372,2021,comprehensive_insurance
584574,2,148,67,0.191247225,TATA,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,4412,2020,comprehensive_insurance
637927,1,1196,99,0.182713984,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,No,Hail,Basic,2540,2021,third_party_insurance
641212,0,0,156,0.239956147,Hyundai,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,11574,2019,comprehensive_insurance
601944,0,0,187,0.004919882,Jeep,Female,tier3,App,PersonalAuto,Petrol,Middlemodel,Yes,No,Collision,Premium,444,2021,comprehensive_insurance
659447,6,1485,71,0.235433772,TATA,Female,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,15,2017,comprehensive_insurance
606827,6,160,171,0.427195268,Jeep,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,1133,2021,third_party_insurance
629593,12,1248,124,0.273322698,Hyundai,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,20074,2017,comprehensive_insurance
586693,4,12,20,0.730339347,Ford,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,4034,2018,comprehensive_insurance
590388,4,300,186,0.286894279,TATA,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,17793,2021,comprehensive_insurance
647352,5,190,147,0.40068112,Jeep,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,No,Yes,Scratch/Dent,Extended,7909,2018,comprehensive_insurance
643106,0,0,84,0.019378108,TATA,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,17626,2018,comprehensive_insurance
660236,4,25,54,0.276608353,TATA,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,No,Yes,Collision,Premium,16524,2020,comprehensive_insurance
657586,0,0,133,0.120998027,TATA,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,No,Collision,Premium,4508,2020,comprehensive_insurance
645285,5,294,135,0.377654856,TATA,Male,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,5800,2020,third_party_insurance
617992,0,0,119,0.588771827,Ford,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,468,2021,third_party_insurance
638488,2,835,145,0.271810584,Maruti,Male,tier2,Call Center,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,15790,2020,comprehensive_insurance
594949,2,463,11,0.691729044,Maruti,Male,tier2,App,PersonalAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,182,2017,comprehensive_insurance
598501,5,282,11,0.409914171,TATA,Female,tier1,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,11378,2021,comprehensive_insurance
631108,3,307,86,0.203378132,Ford,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,9994,2021,comprehensive_insurance
627384,3,74,55,0.32154386,Hyundai,Male,tier2,Web,PersonalAuto,Petrol,Topmodel,Yes,Yes,Collision,Premium,15453,2018,comprehensive_insurance
603997,2,1412,142,0.182832,Hyundai,Male,tier1,Web,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,984,2019,comprehensive_insurance
612745,2,30,95,0.220838258,Maruti,Male,tier1,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,3088,2019,comprehensive_insurance
641585,9,195,32,0.856933631,Jeep,Female,tier3,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,1961,2019,comprehensive_insurance
580780,2,173,16,0.636490005,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,273,2020,third_party_insurance
619183,5,176,92,0.439556703,Mahindra,Female,tier3,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,12202,2019,comprehensive_insurance
600755,0,0,137,0.379691536,Jeep,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,11087,2021,comprehensive_insurance
624434,0,0,12,0.177994512,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,12586,2018,comprehensive_insurance
611640,0,0,98,0.116257023,Maruti,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,7889,2018,comprehensive_insurance
630013,2,412,90,0.331756353,Jeep,Male,tier1,Web,PersonalAuto,Petrol,Topmodel,Yes,Yes,Scratch/Dent,Extended,3670,2021,comprehensive_insurance
596671,4,65,27,0.901902911,Hyundai,Female,tier1,App,CorporateAuto,Diesel,Middlemodel,No,No,Hail,Basic,6997,2017,third_party_insurance
637163,0,0,187,0.25453733,Maruti,Female,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,3345,2017,comprehensive_insurance
641106,0,0,30,0.157,Maruti,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,2339,2021,comprehensive_insurance
652580,3,1160,100,0.085706521,Maruti,Male,tier1,Web,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,10796,2019,comprehensive_insurance
591612,4,1200,159,0.157,Hyundai,Female,tier3,Web,CorporateAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,3701,2021,comprehensive_insurance
623251,0,0,82,0.985710636,Maruti,Male,tier3,App,CorporateAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,5427,2020,comprehensive_insurance
643930,2,345,100,0.133237693,Maruti,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,8655,2020,comprehensive_insurance
605015,0,0,105,0.867190614,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,1557,2019,comprehensive_insurance
607630,3,232,59,0.188521144,Ford,Male,tier2,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,8149,2019,comprehensive_insurance
587105,4,2,183,0.015954833,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,4335,2017,third_party_insurance
592802,4,358,143,0.908519401,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,20241,2017,comprehensive_insurance
656176,10,1128,140,0.113459953,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,2373,2018,comprehensive_insurance
655719,2,398,170,0.280823581,TATA,Female,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,No,Scratch/Dent,Extended,109,2020,comprehensive_insurance
608077,12,1354,169,0.9019293,Ford,Male,tier2,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,4630,2018,third_party_insurance
589387,3,201,48,0.087933966,Jeep,Male,tier1,Call Center,CorporateAuto,Diesel,Basemodel,Yes,No,Collision,Premium,19814,2021,comprehensive_insurance
609462,0,0,50,0.079826883,TATA,Female,tier1,Web,PersonalAuto,Diesel,Topmodel,No,Yes,Collision,Premium,8574,2021,comprehensive_insurance
611224,5,245,77,0.258966472,TATA,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,6981,2021,comprehensive_insurance
646534,2,833,13,0.085454325,TATA,Male,tier1,Web,PersonalAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,21025,2018,comprehensive_insurance
605267,0,0,13,0.281330447,TATA,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,3381,2021,third_party_insurance
588111,0,0,77,0.293622804,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,4181,2021,comprehensive_insurance
645294,2,1520,104,0.157,Maruti,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,No,Collision,Premium,17498,2017,comprehensive_insurance
634595,4,1255,73,0.354098848,Ford,Male,tier1,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,20783,2019,comprehensive_insurance
600829,4,1382,80,0.495,Jeep,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,2511,2018,comprehensive_insurance
580353,5,255,100,0.495,Jeep,Female,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,5381,2019,comprehensive_insurance
606982,2,1628,178,0.053720172,Maruti,Male,tier3,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,13398,2019,comprehensive_insurance
607774,3,1287,107,0.276925521,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,17713,2018,comprehensive_insurance
613809,6,324,25,0.495,Mahindra,Female,tier3,Web,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,16215,2018,comprehensive_insurance
590200,8,931,71,0.1738717,Maruti,Female,tier1,Call Center,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,19501,2018,comprehensive_insurance
645173,4,1709,115,0.222598344,Maruti,Female,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,No,Scratch/Dent,Extended,7898,2020,comprehensive_insurance
585742,3,14,174,0.263673179,TATA,Female,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,No,Scratch/Dent,Extended,7190,2019,comprehensive_insurance
590115,3,1158,67,0.206002933,Maruti,Female,tier1,App,CorporateAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,9492,2019,comprehensive_insurance
643072,2,157,85,0.579839867,Mahindra,Female,tier2,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,13010,2017,comprehensive_insurance
594881,2,1396,91,0.190647851,Hyundai,Male,tier1,Web,CorporateAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,19397,2020,comprehensive_insurance
598933,0,0,109,0.157,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,3790,2020,comprehensive_insurance
595012,6,428,177,0.191663764,TATA,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,19625,2017,comprehensive_insurance
603943,5,977,152,0.207861544,Hyundai,Male,tier1,App,CorporateAuto,Petrol,Topmodel,Yes,Yes,Collision,Premium,11656,2019,comprehensive_insurance
655061,4,913,74,0.052463669,Maruti,Male,tier2,Call Center,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,13342,2021,comprehensive_insurance
636635,7,520,13,0.05602521,TATA,Male,tier1,App,CorporateAuto,Diesel,Middlemodel,No,Yes,Scratch/Dent,Extended,646,2021,comprehensive_insurance
601864,0,0,104,0.441280419,Jeep,Male,tier3,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,6182,2021,third_party_insurance
651637,2,454,168,0.174274365,Maruti,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,No,Yes,Scratch/Dent,Extended,8142,2021,comprehensive_insurance
587477,6,94,147,0.988217212,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,11680,2018,comprehensive_insurance
627657,0,0,88,0.428915959,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,17566,2021,comprehensive_insurance
584352,4,678,74,0.051176056,Maruti,Male,tier3,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6558,2019,comprehensive_insurance
634019,1,205,34,0.142771694,Jeep,Male,tier1,App,PersonalAuto,Petrol,Topmodel,Yes,No,Scratch/Dent,Extended,12369,2021,comprehensive_insurance
608143,0,0,163,0.239673765,Hyundai,Female,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,416,2021,comprehensive_insurance
652948,2,1208,167,0.055936189,TATA,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,3731,2021,comprehensive_insurance
609801,9,978,111,0.630785184,Maruti,Female,tier2,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,9338,2019,comprehensive_insurance
588850,5,1694,190,0.043094736,Maruti,Male,tier3,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,3246,2019,comprehensive_insurance
639333,0,0,117,0.230469801,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,1878,2021,comprehensive_insurance
592424,1,396,65,0.055061658,TATA,Male,tier1,App,PersonalAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,12947,2021,comprehensive_insurance
602534,3,36,190,0.086334253,TATA,Female,tier3,Call Center,CorporateAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,5496,2021,third_party_insurance
650338,2,1582,99,0.284386151,TATA,Male,tier1,Call Center,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,19694,2021,comprehensive_insurance
581214,3,382,36,0.187368475,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,2730,2018,comprehensive_insurance
660321,3,98,61,0.229731135,Hyundai,Female,tier2,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,994,2017,comprehensive_insurance
584908,4,679,25,0.510199288,Hyundai,Male,tier3,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,2525,2019,third_party_insurance
605250,0,0,109,0.118227474,Maruti,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,No,Hail,Basic,1557,2021,third_party_insurance
650330,9,942,24,0.768438636,Ford,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,No,Yes,Collision,Premium,13110,2019,comprehensive_insurance
597393,0,0,186,0.145897551,Hyundai,Female,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,6355,2021,comprehensive_insurance
580549,5,1323,129,0.13675037,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,14580,2019,comprehensive_insurance
658831,10,1815,125,0.060845361,Hyundai,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,12947,2020,comprehensive_insurance
657390,4,294,128,0.871599185,TATA,Male,tier2,App,CorporateAuto,Diesel,Basemodel,Yes,No,Collision,Premium,12569,2019,comprehensive_insurance
616851,4,153,63,0.251617846,Ford,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,12302,2021,comprehensive_insurance
638674,5,740,189,0.281738582,Jeep,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,3169,2019,comprehensive_insurance
619413,0,0,14,0.029407541,Jeep,Female,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,8217,2018,comprehensive_insurance
643283,0,0,100,0.001518407,Maruti,Female,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,3706,2017,third_party_insurance
587616,2,70,141,0.279048026,TATA,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,7802,2019,comprehensive_insurance
598793,2,1450,126,0.325053524,Mahindra,Male,tier3,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,10361,2020,comprehensive_insurance
611386,5,576,84,0.203945487,Hyundai,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,17893,2021,comprehensive_insurance
644129,4,1337,142,0.136488656,Maruti,Male,tier2,App,PersonalAuto,Diesel,Middlemodel,No,No,Scratch/Dent,Extended,26,2019,comprehensive_insurance
608635,2,942,182,0.391907045,Ford,Male,tier2,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,169,2021,comprehensive_insurance
580275,2,517,125,0.626793672,Mahindra,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,15586,2017,comprehensive_insurance
594251,2,932,27,0.105472656,TATA,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,3335,2018,third_party_insurance
600091,4,77,39,0.701520922,Jeep,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,9914,2021,comprehensive_insurance
639434,2,884,58,0.515702278,TATA,Male,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,No,Hail,Basic,5236,2021,third_party_insurance
650484,3,388,162,0.268428111,Mahindra,Male,tier2,Web,CorporateAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,4233,2019,comprehensive_insurance
584076,20,165,84,0.33008881,Maruti,Female,tier1,Web,CorporateAuto,Petrol,Basemodel,No,Yes,Collision,Premium,13948,2019,comprehensive_insurance
596785,0,0,41,0.247351708,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,3201,2020,comprehensive_insurance
587786,0,0,22,0.579227276,Hyundai,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,19924,2017,comprehensive_insurance
584471,6,120,162,0.917254804,Maruti,Male,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,4199,2018,comprehensive_insurance
600699,1,107,148,0.313055501,Mahindra,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,No,Yes,Scratch/Dent,Extended,6291,2018,comprehensive_insurance
605310,0,0,146,0.303416777,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,141,2020,third_party_insurance
654218,7,305,82,0.100029905,Mahindra,Female,tier1,Web,PersonalAuto,Petrol,Middlemodel,No,No,Collision,Premium,16514,2020,comprehensive_insurance
590686,0,0,41,0.280579672,Hyundai,Male,tier2,Call Center,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,7633,2019,comprehensive_insurance
625602,2,245,86,0.452941208,Ford,Male,tier1,Call Center,PersonalAuto,Diesel,Topmodel,Yes,Yes,Scratch/Dent,Extended,13775,2019,comprehensive_insurance
646010,4,48,150,0.299318095,Maruti,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,8736,2018,comprehensive_insurance
632869,7,481,167,0.858882816,Jeep,Male,tier3,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,6572,2021,third_party_insurance
639815,2,144,82,0.11557497,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,19287,2020,comprehensive_insurance
621231,2,268,88,0.984175397,Jeep,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,7368,2021,comprehensive_insurance
586175,6,1353,159,0.453142524,Maruti,Female,tier2,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,11328,2018,comprehensive_insurance
623879,2,182,148,0.728969217,Jeep,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,5832,2021,comprehensive_insurance
655685,4,281,173,0.230900945,Jeep,Female,tier1,App,CorporateAuto,Diesel,Topmodel,Yes,Yes,Scratch/Dent,Extended,654,2018,comprehensive_insurance
628885,1,9,181,0.470791302,Maruti,Male,tier1,App,CorporateAuto,Petrol,Middlemodel,Yes,No,Scratch/Dent,Extended,794,2017,comprehensive_insurance
614635,4,1237,150,0.212306899,Maruti,Female,tier3,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,19296,2021,comprehensive_insurance
601151,2,306,42,0.772187402,Ford,Female,tier1,App,PersonalAuto,Diesel,Basemodel,No,No,Collision,Premium,21131,2017,comprehensive_insurance
583015,2,330,73,0.249011485,Maruti,Male,tier3,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,8727,2021,comprehensive_insurance
